用户昵称,性别,评论内容,被回复用户,评论层级,用户当前等级,点赞数量,回复时间
Transylvaniaball,保密,"《重生之觉醒数学系统》
1、数之气三段的少女
2、数学系统？
3、打脸课代表
4、震惊中专
5、参加大赛
6、声名鹊起，网友质疑
7、来自高校的挑战
8、985？八星数师不过如此
9、清北天骄，大数师来战
10、大数师的实力
11、临阵学高数
12、反杀
13、恼羞成怒，数王出场
14、形势危急，生死存亡
15、觉醒，天赋技∞/2
16、自成一派，姜马函数
17、数王落败，名震龙国
18、隐世数学家族的邀请
19、传说中的数皇
20、灌顶与顿悟，新的数皇
21、隐族之首的新猜想
22、你的猜想我已经随手证明了
23、气运汇聚，晋升数宗
24、数学界一统
25、上古数学遗迹的召唤阵
26、百尊降世
27、古尊高斯的考验
28、天才般的构想
29、庞加莱的传承，新的全才诞生
30、数尊之上，太古诸圣
31、末世预言
32、魔化的古圣毕达哥拉斯
33、前所未有的挑战
34、诸圣联手，封印魔圣
35、幕后黑手
36、三体数学家异数帝
37、最后的希望、姜氏大一统理论
38、二帝之战
39、数学危机，异数帝的底牌
40、大一统理论升华
41、胜利
42、大千数界我来了",,一级评论,6,2269,2024-11-03 12:54:00
害怕不能解决任何问题,保密,？主＝6呢？,Transylvaniaball,二级评论,6,44,2024-11-03 13:13:57
Victor_Grant,男,【牛津数学博士的评价姜萍学习法-哔哩哔哩】 https://b23.tv/pM4xyCE,Transylvaniaball,二级评论,6,3,2024-11-03 13:34:17
nanyiweiming,保密,写到哪章了？,Transylvaniaball,二级评论,4,10,2024-11-03 13:52:28
丁丨叮,保密,斗破苍穹之主＝6,Transylvaniaball,二级评论,5,17,2024-11-03 14:22:26
园神-启动,男,43、梦醒了,Transylvaniaball,二级评论,6,213,2024-11-03 15:30:20
小鸡坤奇,保密,快去写，贷款给你订阅,Transylvaniaball,二级评论,3,12,2024-11-03 15:42:55
书风对月月照还,保密,快写，我要看[星星眼],Transylvaniaball,二级评论,5,1,2024-11-03 16:19:52
是寒蝉鸭,男,woc，真有点想看了,Transylvaniaball,二级评论,3,1,2024-11-03 16:23:45
嗜热脂肪芽孢杆菌,保密,t老师求求出书吧，网友什么都会做的[脱单doge],Transylvaniaball,二级评论,5,3,2024-11-03 16:25:05
抬杆选手退散退退退,保密,回复 @nanyiweiming :到皇姑屯了,Transylvaniaball,二级评论,6,1,2024-11-03 16:28:04
谁闻笙歌起立华,保密,回复 @园神-启动 :44、中专都没得读了[喜极而泣],Transylvaniaball,二级评论,5,20,2024-11-03 16:36:48
没有什么相同,保密,天才！,Transylvaniaball,二级评论,2,0,2024-11-03 16:45:09
赴-千山,保密,怎么没有主=6这一集,Transylvaniaball,二级评论,5,3,2024-11-03 17:17:26
xdd189,男,第一章不是陨落的天才我不认可,Transylvaniaball,二级评论,6,1,2024-11-03 17:43:28
你的评论不见啦,保密,数主陨落了[胆大党_微笑],Transylvaniaball,二级评论,6,0,2024-11-03 17:51:29
我与红领巾齐齐上岸,保密,43、陨落的天才,Transylvaniaball,二级评论,5,2,2024-11-03 17:52:23
打完气的头都歪了,保密,回复 @谁闻笙歌起立华 :45展开版：恩师和母校从神坛跌至地狱，姜萍母校大量学生退学，学生家长联名要求返还学费,Transylvaniaball,二级评论,3,2,2024-11-03 17:52:31
树下大猫,保密,回复 @园神-启动 :纳尼？主≠6？[滑稽],Transylvaniaball,二级评论,5,1,2024-11-03 18:00:20
健壯の來迪,男,回复 @嗜热脂肪芽孢杆菌 :你真是在意你自己的感受呢亲😡😡,Transylvaniaball,二级评论,5,1,2024-11-03 18:12:24
小马儿南岳,保密,43.梦醒了，起来打螺丝了,Transylvaniaball,二级评论,6,2,2024-11-03 18:18:41
无问西东-海,男,就这种“开卷”比赛在大学里可太常见了，当年亲眼看见全国数学建模大赛，比赛期间有老师帮着讲公式写代码，那个队伍最后理所应当的拿了国奖。从那以后再也没参加过大学任何比赛了[OK],Transylvaniaball,二级评论,5,0,2024-11-03 18:21:33
熬夜波比qwe,男,大数师可能会把大斗师打成💩,Transylvaniaball,二级评论,5,0,2024-11-03 18:38:05
可莉丶布莱恩特,男,主＝6 没错 jump是主的破壁人,Transylvaniaball,二级评论,5,0,2024-11-03 19:46:33
Kazehaya_Kamito,男,快写😡👊🏻,Transylvaniaball,二级评论,5,0,2024-11-03 19:48:40
老兵编程,男,回复 @Victor_Grant :笑死了,Transylvaniaball,二级评论,4,0,2024-11-03 20:23:14
丁仪___,保密,我想看,Transylvaniaball,二级评论,5,0,2024-11-03 20:29:03
光影啦啦,保密,没有主=6，我不认可。,Transylvaniaball,二级评论,5,0,2024-11-03 20:30:18
玩eFootball的Leo,男,想看,Transylvaniaball,二级评论,5,0,2024-11-03 20:57:15
可爱的소소,保密,考数学别人写解字，姜萍都快答完了。[doge],Transylvaniaball,二级评论,5,0,2024-11-03 21:06:17
pillpill舞蹈区知名up主,保密,第四十三章，抠欢乐豆抠出来的幻想,Transylvaniaball,二级评论,5,1,2024-11-03 21:50:35
一世迷离QAQ,保密,斗破苍穹之大6宰,Transylvaniaball,二级评论,5,2,2024-11-03 21:57:06
我能问问吗那我请问了,男,已经拍出来了,Transylvaniaball,二级评论,6,0,2024-11-03 22:41:51
骨丶灰拌炒饭,保密,有一说一，如果按照这大纲来还是挺合理的，毕竟四五步骤还是一步一个脚印来，JP这是直接省去了345678，直接到第9步一步登天了,Transylvaniaball,二级评论,6,0,2024-11-03 22:51:25
bojinxin泊,保密,回复 @害怕不能解决任何问题 :天阶数技！,Transylvaniaball,二级评论,5,0,2024-11-03 23:25:57
Vault8X,保密,不光数学，还要抽空推进一下物理学。,Transylvaniaball,二级评论,4,0,2024-11-04 00:58:52
咏春大哥哥,男,出院[微笑],Transylvaniaball,二级评论,6,0,2024-11-04 04:30:17
Little15D,男,一个个中专仔闹麻了,Transylvaniaball,二级评论,6,0,2024-11-04 07:27:36
Dr_C滄海至夜,保密,南泵,Transylvaniaball,二级评论,5,0,2024-11-04 08:44:12
只是只技术瓜呀,保密,回复 @园神-启动 :现实结局[笑哭],Transylvaniaball,二级评论,4,0,2024-11-04 09:24:53
_索然无味_,保密,回复 @丁丨叮 :数破苍穹之主＝6,Transylvaniaball,二级评论,6,0,2024-11-04 10:09:00
DrーEleina,男,没有&#34;主=6&#34;差评,Transylvaniaball,二级评论,6,0,2024-11-04 11:11:57
水母的暮色挽歌,男,43.系统失效，姜数帝陨落,Transylvaniaball,二级评论,6,0,2024-11-04 11:27:23
bili_1749226289,保密,666，评论了多少[仲夏集表情动态包_启动][仲夏集表情动态包_启动][仲夏集表情动态包_启动],Transylvaniaball,二级评论,5,0,2024-11-04 14:59:08
派蒙_最可爱,保密,求求你了，写一本吧,Transylvaniaball,二级评论,5,0,2024-11-04 15:46:07
Violet_Violet_,保密,"43，ICU中苏醒的少女
44，再也不再PDD买紫色心情了",Transylvaniaball,二级评论,6,3,2024-11-04 18:43:41
长门有希的眼镜,女,斗破苍穹看多了,Transylvaniaball,二级评论,6,0,2024-11-05 05:12:54
sgsg76,保密,32改为毕达哥斯拉更好点[星星眼],Transylvaniaball,二级评论,6,0,2024-11-05 13:13:33
为什么我总是学渣,男,回复 @园神-启动 :气笑了,Transylvaniaball,二级评论,6,0,2024-11-05 17:07:46
莱纳踏踏开,保密,[给心心],Transylvaniaball,二级评论,5,0,2024-11-07 10:03:22
白羽white_,女,写完了艾特我[脱单doge],Transylvaniaball,二级评论,4,1,2024-11-12 19:01:38
Tsuki的神奇之旅,保密,阿赛败姜,,一级评论,5,2194,2024-11-03 12:13:03
才露,保密,我学习一辈子抽象也不及天才的一次灵光乍现,Tsuki的神奇之旅,二级评论,6,332,2024-11-03 12:29:28
迷子滋滋滋滋滋bong,保密,兄弟，你这辈子指定死不了，你太有活了[doge],Tsuki的神奇之旅,二级评论,6,137,2024-11-03 12:33:48
___-___-____-___,保密,回复 @才露 :这个词6月早就有了,Tsuki的神奇之旅,二级评论,3,7,2024-11-03 12:36:24
MacusPro,男,好活,Tsuki的神奇之旅,二级评论,6,2,2024-11-03 12:48:39
handjob丶boy,保密,天才！,Tsuki的神奇之旅,二级评论,6,2,2024-11-03 12:58:57
梦想是每天开心,保密,好活，当赏！,Tsuki的神奇之旅,二级评论,5,2,2024-11-03 13:06:09
寅木子水,保密,甜菜,Tsuki的神奇之旅,二级评论,4,2,2024-11-03 13:19:22
芦荟胶胶胶胶_,女,回复 @___-___-____-___ :之前是拜不是败,Tsuki的神奇之旅,二级评论,6,7,2024-11-03 13:23:03
大坏猫叔叔,女,笑死我了,Tsuki的神奇之旅,二级评论,4,1,2024-11-03 14:25:20
修伊森,保密,我打赌你这个评论憋了3个月终于第一时间发了出来[doge][doge],Tsuki的神奇之旅,二级评论,5,8,2024-11-03 14:51:26
唐冬不是土豆,男,"我是农民这就是甜菜
我是服务员这就是添菜",Tsuki的神奇之旅,二级评论,5,6,2024-11-03 15:07:03
林间落雨花瓣飘零,保密,嫉妒才华,Tsuki的神奇之旅,二级评论,5,0,2024-11-03 15:18:10
黑天下大雨,男,回复 @才露 :灵感就这样的，但是数学不是，不会就是不会，,Tsuki的神奇之旅,二级评论,5,1,2024-11-03 15:24:09
落星与枫,男,校友的抽象实力我是认可的[给心心],Tsuki的神奇之旅,二级评论,5,0,2024-11-03 15:28:20
chaonidie,男,添彩,Tsuki的神奇之旅,二级评论,5,0,2024-11-03 15:28:37
SatomiShuji,保密,我鸡肚你的菜花,Tsuki的神奇之旅,二级评论,4,0,2024-11-03 15:29:47
爱打篮球嘚坤坤,男,为什么我get不到,Tsuki的神奇之旅,二级评论,5,0,2024-11-03 15:30:50
爱打篮球嘚坤坤,男,回复 @SatomiShuji :能不能解释一下啥意思啊[大哭],Tsuki的神奇之旅,二级评论,5,1,2024-11-03 15:31:03
黑_李子,男,太优秀了,Tsuki的神奇之旅,二级评论,6,0,2024-11-03 15:33:23
_MEGA火焰鸡_,男,回复 @爱打篮球嘚坤坤 :是一个国家的名字,Tsuki的神奇之旅,二级评论,6,4,2024-11-03 15:33:51
_MEGA火焰鸡_,男,天才！,Tsuki的神奇之旅,二级评论,6,0,2024-11-03 15:33:56
我要狠狠摆烂,保密,羡慕你的菜花,Tsuki的神奇之旅,二级评论,5,1,2024-11-03 15:38:24
梅川堀镲子,男,我次，我穷极一生也想不出来的好活儿,Tsuki的神奇之旅,二级评论,5,0,2024-11-03 15:44:39
SWG01,保密,天才,Tsuki的神奇之旅,二级评论,6,0,2024-11-03 15:51:15
三德哥,男,鬼才,Tsuki的神奇之旅,二级评论,3,0,2024-11-03 15:58:38
抽筋の小B,男,你的出生就是为了讲出这句惊世神评,Tsuki的神奇之旅,二级评论,6,4,2024-11-03 16:02:34
LosLos-,男,无敌了,Tsuki的神奇之旅,二级评论,6,0,2024-11-03 16:03:46
王察灵铃铃铃,保密,🐔°need🥦,Tsuki的神奇之旅,二级评论,4,3,2024-11-03 16:05:54
乱七八糟居士,男,哥我居然能在评论区刷到你,Tsuki的神奇之旅,二级评论,4,0,2024-11-03 16:16:54
饮霞服炁真君,男,嫉妒你的灵光一现,Tsuki的神奇之旅,二级评论,5,0,2024-11-03 16:19:49
ゞ゜零度空间,保密,删了我发[黑眼圈_金箍],Tsuki的神奇之旅,二级评论,5,2,2024-11-03 16:25:38
静谧的尘埃,保密,🇦🇿怎么你了？,Tsuki的神奇之旅,二级评论,4,2,2024-11-03 16:28:01
雲の犬,男,你为啥没有上第一,Tsuki的神奇之旅,二级评论,5,0,2024-11-03 16:36:39
Tsuki的神奇之旅,保密,回复 @乱七八糟居士 :哈哈，兔也网络冲浪的[惊喜][惊喜],Tsuki的神奇之旅,二级评论,5,0,2024-11-03 16:38:52
好冷灬,保密,亚美笠亚,Tsuki的神奇之旅,二级评论,6,2,2024-11-03 16:55:08
大隐癮癮癮癮于市,男,天才,Tsuki的神奇之旅,二级评论,6,0,2024-11-03 16:58:51
有天你是猪,男,回复 @有天你是猪 :车,Tsuki的神奇之旅,二级评论,6,0,2024-11-03 17:05:17
酷我旅途思路图,保密,嫉妒你的才华,Tsuki的神奇之旅,二级评论,2,0,2024-11-03 17:10:57
永夜之锹,男,牛,Tsuki的神奇之旅,二级评论,5,0,2024-11-03 17:17:27
门临江,男,给你五毛，删了我发[doge_金箍],Tsuki的神奇之旅,二级评论,5,1,2024-11-03 17:48:50
TheDenial_,男,绷,Tsuki的神奇之旅,二级评论,5,0,2024-11-03 19:56:28
潮汕蜘猪侠,男,我长出这双眼睛就是为了看这条天才评论的,Tsuki的神奇之旅,二级评论,6,1,2024-11-03 20:18:16
矮人直升机,保密,玛德还好不考科举了，不然给你高中了就布豪了,Tsuki的神奇之旅,二级评论,6,2,2024-11-03 20:35:06
米饭多加啾啾,男,全称是不是阿里竞赛的失败姜萍🤓👆,Tsuki的神奇之旅,二级评论,5,0,2024-11-03 20:36:35
恩嗯恩恩嗯嗯恩,保密,文章本天成，妙手偶得之，喵啊喵啊,Tsuki的神奇之旅,二级评论,6,0,2024-11-03 20:43:52
微动的风标,保密,🐔°菜花,Tsuki的神奇之旅,二级评论,6,0,2024-11-03 21:26:07
沙雕小鹦鹉,男,嫉妒你的才华,Tsuki的神奇之旅,二级评论,6,0,2024-11-03 21:40:13
Vans-不恭,男,🇦🇿：？,Tsuki的神奇之旅,二级评论,6,1,2024-11-04 00:19:48
放周末,男,回复 @迷子MAIGO163 :删了让我发[大哭],Tsuki的神奇之旅,二级评论,4,0,2024-11-04 01:46:22
知新老猫,保密,回复 @爱打篮球嘚坤坤 :八八数学竞赛推波助澜，云目混珠，把奖品推到前台，自己高居幕后获利，活活毁掉了一个年轻人应该有的平静,Tsuki的神奇之旅,二级评论,5,0,2024-11-04 07:01:36
悟禅思法,男,真正的甜菜[支持],Tsuki的神奇之旅,二级评论,5,0,2024-11-04 11:21:53
ji6666,保密,回复 @才露 :抽象靠的就是1%的天赋[大哭][大哭][大哭],Tsuki的神奇之旅,二级评论,5,0,2024-11-04 11:44:06
管仲最爱的皮鼓,男,甜菜，浙大应该招你[doge],Tsuki的神奇之旅,二级评论,5,0,2024-11-04 11:53:29
Tsuki的神奇之旅,保密,回复 @落星与枫 :校友好[惊喜][惊喜],Tsuki的神奇之旅,二级评论,5,0,2024-11-04 11:55:46
-了--凡-,保密,鸡肚菜花,Tsuki的神奇之旅,二级评论,4,0,2024-11-04 17:12:26
看什么哦哦哦哦,保密,天才！,Tsuki的神奇之旅,二级评论,6,0,2024-11-04 18:49:38
九歌-少司命_,男,好谐音梗,Tsuki的神奇之旅,二级评论,5,0,2024-11-04 20:22:03
湷汐,保密,天才！[Mygo表情包_Love],Tsuki的神奇之旅,二级评论,4,0,2024-11-04 23:57:44
蒜萍,保密,巴哭（巴库）,Tsuki的神奇之旅,二级评论,5,0,2024-11-05 10:26:52
叶痕儿,保密,回复 @才露 :李老八是谁,Tsuki的神奇之旅,二级评论,6,0,2024-11-06 01:16:11
贊歌,男,我甚至不嫉妒而佩服你的菜花,Tsuki的神奇之旅,二级评论,6,0,2024-11-09 09:47:59
Mr_Taruble,保密,🇦🇿：女娲,Tsuki的神奇之旅,二级评论,5,0,2024-11-12 01:48:08
Tinkon,男,姜萍不是天才 你才是[doge],Tsuki的神奇之旅,二级评论,6,1,2024-11-24 21:43:50
sgsg76,保密,笑点解析：央视视频没了,,一级评论,6,2204,2024-11-03 11:43:57
波西波比来了吗,保密,我早上看还有，哈哈哈,sgsg76,二级评论,6,93,2024-11-03 11:44:27
sobetely,保密,回复 @滞销的货物 :可防可控没问题啊，控制不住而已，理论上可防可控,sgsg76,二级评论,6,130,2024-11-03 12:39:16
滞销的货物,男,回复 @sobetely :[doge]看了下不在了，,sgsg76,二级评论,6,8,2024-11-03 12:40:10
修改新昵称要六枚硬币,保密,回复 @波西波比来了吗 :成历史了[脱单doge],sgsg76,二级评论,5,10,2024-11-03 13:35:06
伊佐_木要,男,没关注过这件事，是因为当时没了解就采访发视频？,sgsg76,二级评论,5,27,2024-11-03 14:09:03
DarkNightest,保密,大概在公告出来后半小时后就删视频了[doge_金箍],sgsg76,二级评论,5,72,2024-11-03 14:46:10
渡逸尘w,男,回复 @伊佐_木要 :差不多，也有说是当时刚中考出分，想安抚一下某些梦人，造个神也有利于自己掐流量,sgsg76,二级评论,6,90,2024-11-03 15:04:23
6dao,男,哈哈哈,sgsg76,二级评论,6,3,2024-11-03 15:35:29
天光碎梦众行远,女,回复 @伊佐_木要 :没想到有人敢这么作弊而且心态这么稳呗，在面对央视的采访时那叫一个意气风发,sgsg76,二级评论,5,62,2024-11-03 16:51:15
cryqacy,保密,这就是现在的官方新闻媒体啊，太帅辣,sgsg76,二级评论,5,225,2024-11-03 18:08:28
粒粒得死哟,保密,说实话这也怪不了央视，谁想的到这个真的和一样，而且她那个时候确实有获奖，真不真倒是另说[笑哭],sgsg76,二级评论,5,10,2024-11-04 07:31:18
登峰造极8丶,保密,也就tx和阿里是死敌才保留着[doge]其他关煤怕回旋镖都删了,sgsg76,二级评论,6,28,2024-11-04 10:06:18
冰水仙境,保密,"流量啊流量[脸红]都喜欢

众口铄金啊，以后还是少战队了[笑哭]",sgsg76,二级评论,5,0,2024-11-21 22:52:40
你又清醒了是吧,男,“作弊”属于我国违禁词吗？[喜极而泣],,一级评论,5,4346,2024-11-03 11:59:34
你去吃月饼吧,女,主要是太打脸了。终,你又清醒了是吧,二级评论,6,271,2024-11-03 12:38:10
bayjsh,保密,可能定兴太严重，毕竟非官方的测试,你又清醒了是吧,二级评论,5,43,2024-11-03 12:38:23
间隙闪光,保密,正常作弊，哪怕是高考也不会有很多人关注，要怪就怪抬的太高了，加上网络上总有一大群没脑子的支持，才导致出现这种情况,你又清醒了是吧,二级评论,5,155,2024-11-03 12:44:54
宇宙局局长孙连城__,男,说不说大家心里都清楚,你又清醒了是吧,二级评论,6,12,2024-11-03 12:56:21
